provinsi,daerah,jenis,tahun,pengeluaran,pengeluaran_kategori,cluster
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2015.0,373402.0,Sedang,1
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2016.0,442888.0,Sedang,1
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2017.0,490606.0,Sedang,1
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2018.0,565819.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2019.0,573132.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2020.0,613446.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2021.0,683662.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,MAKANAN,2022.0,707430.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2007.0,185903.09999999998,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2008.0,185903.09999999998,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2009.0,207458.0,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2010.0,274540.0,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2011.0,243506.99999999994,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2012.0,234901.0,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2013.0,303305.0,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2014.0,350931.0,Rendah,2
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2015.0,381980.0,Sedang,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2016.0,431455.0,Sedang,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2017.0,460071.0,Sedang,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2018.0,468883.0,Sedang,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2019.0,559054.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2020.0,598236.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2021.0,658565.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,NONMAKANAN,2022.0,582407.0,Tinggi,1
nusa_tenggara_barat,PERKOTAAN,TOTAL,2007.0,312043.0,Rendah,2
nusa_tenggara_barat,PERKOTAAN,TOTAL,2008.0,358731.0,Sedang,2
nusa_tenggara_barat,PERKOTAAN,TOTAL,2009.0,399278.0,Sedang,2
nusa_tenggara_barat,PERKOTAAN,TOTAL,2010.0,523647.0,Tinggi,2
nusa_tenggara_barat,PERKOTAAN,TOTAL,2011.0,514875.0,Sedang,2
nusa_tenggara_barat,PERKOTAAN,TOTAL,2012.0,576144.0,Tinggi,2
nusa_tenggara_barat,PERKOTAAN,TOTAL,2013.0,640406.0,Tinggi,2
nusa_tenggara_barat,PERKOTAAN,TOTAL,2014.0,771113.0,Sangat Tinggi,1
nusa_tenggara_barat,PERKOTAAN,TOTAL,2015.0,755382.0,Sangat Tinggi,1
nusa_tenggara_barat,PERKOTAAN,TOTAL,2016.0,874344.0,Sangat Tinggi,0
nusa_tenggara_barat,PERKOTAAN,TOTAL,2017.0,950677.0,Sangat Tinggi,0
nusa_tenggara_barat,PERKOTAAN,TOTAL,2018.0,1034704.0,Sangat Tinggi,0
nusa_tenggara_barat,PERKOTAAN,TOTAL,2019.0,1132187.0,Sangat Tinggi,0
nusa_tenggara_barat,PERKOTAAN,TOTAL,2020.0,1211682.0,Sangat Tinggi,0
nusa_tenggara_barat,PERKOTAAN,TOTAL,2021.0,1326239.499999999,Sangat Tinggi,0
nusa_tenggara_barat,PERKOTAAN,TOTAL,2022.0,1289837.0,Sangat Tinggi,0
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2011.0,248690.0,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2012.0,291176.0,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2013.0,316656.0,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2014.0,366885.0,Sedang,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2015.0,355034.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2016.0,410112.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2017.0,457616.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2018.0,525091.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2019.0,539863.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2020.0,574202.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2021.0,637897.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,MAKANAN,2022.0,666966.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2011.0,195940.00000000006,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2012.0,234901.0,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2013.0,231092.0,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2014.0,269134.0,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2015.0,313465.0,Rendah,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2016.0,350529.0,Rendah,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2017.0,363435.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2018.0,393107.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2019.0,489587.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2020.0,515561.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2021.0,559650.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,NONMAKANAN,2022.0,493696.0,Sedang,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2011.0,444630.0,Sedang,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2012.0,484661.0,Sedang,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2013.0,547748.0,Tinggi,2
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2014.0,636019.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2015.0,668499.0,Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2016.0,760641.0,Sangat Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2017.0,821052.0,Sangat Tinggi,1
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2018.0,918199.0,Sangat Tinggi,0
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2019.0,1029450.0,Sangat Tinggi,0
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2020.0,1089763.0,Sangat Tinggi,0
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2021.0,1197547.0,Sangat Tinggi,0
nusa_tenggara_barat,PERDESAANPERKOTAAN,TOTAL,2022.0,1160662.0,Sangat Tinggi,0
nusa_tenggara_timur,PERDESAAN,MAKANAN,2007.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2008.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2009.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2010.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2011.0,200774.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2012.0,205925.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2013.0,209110.99999999994,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2014.0,239875.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2015.0,272347.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,MAKANAN,2016.0,283013.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,MAKANAN,2017.0,366408.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,MAKANAN,2018.0,361460.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,MAKANAN,2019.0,395098.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,MAKANAN,2020.0,401712.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,MAKANAN,2021.0,424725.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,MAKANAN,2022.0,446350.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2007.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2008.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2009.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2010.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2011.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2012.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2013.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2014.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2015.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2016.0,196941.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2017.0,201792.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2018.0,219096.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2019.0,229992.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2020.0,251481.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2021.0,276068.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,NONMAKANAN,2022.0,310372.0,Rendah,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2007.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2008.0,195775.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2009.0,233179.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2010.0,285364.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2011.0,317529.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2012.0,325871.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2013.0,343519.0,Rendah,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2014.0,395407.0,Sedang,2
nusa_tenggara_timur,PERDESAAN,TOTAL,2015.0,448375.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2016.0,479954.0,Sedang,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2017.0,568200.0,Tinggi,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2018.0,580557.0,Tinggi,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2019.0,625090.0,Tinggi,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2020.0,653194.0,Tinggi,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2021.0,700794.0,Tinggi,1
nusa_tenggara_timur,PERDESAAN,TOTAL,2022.0,756723.0,Sangat Tinggi,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2007.0,200895.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2008.0,204344.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2009.0,236813.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2010.0,273831.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2011.0,311872.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2012.0,322582.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2013.0,365825.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2014.0,381649.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2015.0,401053.0,Sedang,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2016.0,426417.0,Sedang,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2017.0,518425.0,Sedang,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2018.0,542216.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2019.0,539898.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2020.0,574081.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2021.0,600232.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,MAKANAN,2022.0,581779.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2007.0,211239.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2008.0,222672.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2009.0,252259.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2010.0,276699.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2011.0,344530.0,Rendah,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2012.0,368842.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2013.0,423871.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2014.0,513543.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2015.0,473374.0,Sedang,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2016.0,526696.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2017.0,574119.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2018.0,579797.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2019.0,613889.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2020.0,672776.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2021.0,663311.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,NONMAKANAN,2022.0,676439.0,Tinggi,1
nusa_tenggara_timur,PERKOTAAN,TOTAL,2007.0,412133.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,TOTAL,2008.0,427016.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,TOTAL,2009.0,489072.0,Sedang,2
nusa_tenggara_timur,PERKOTAAN,TOTAL,2010.0,550530.0,Tinggi,2
nusa_tenggara_timur,PERKOTAAN,TOTAL,2011.0,656402.0,Tinggi,2
nusa_tenggara_timur,PERKOTAAN,TOTAL,2012.0,691424.0,Tinggi,2
nusa_tenggara_timur,PERKOTAAN,TOTAL,2013.0,789696.0,Sangat Tinggi,2
nusa_tenggara_timur,PERKOTAAN,TOTAL,2014.0,895192.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2015.0,874428.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2016.0,953114.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2017.0,1092545.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2018.0,1122013.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2019.0,1153788.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2020.0,1246857.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2021.0,1263544.0,Sangat Tinggi,0
nusa_tenggara_timur,PERKOTAAN,TOTAL,2022.0,1258219.0,Sangat Tinggi,0
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2011.0,222575.0,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2012.0,228660.0,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2013.0,240206.99999999994,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2014.0,267584.0,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2015.0,298180.0,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2016.0,312312.0,Rendah,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2017.0,399251.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2018.0,402921.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2019.0,429498.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2020.0,442700.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2021.0,468252.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,MAKANAN,2022.0,480749.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2011.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2012.0,185903.09999999998,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2013.0,191846.0,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2014.0,225504.0,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2015.0,235710.0,Rendah,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2016.0,264315.0,Rendah,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2017.0,282232.0,Rendah,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2018.0,301832.0,Rendah,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2019.0,321195.0,Rendah,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2020.0,351661.0,Rendah,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2021.0,372106.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,NONMAKANAN,2022.0,403352.0,Sedang,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2011.0,384025.0,Sedang,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2012.0,397111.0,Sedang,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2013.0,432053.0,Sedang,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2014.0,493088.0,Sedang,2
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2015.0,533891.0,Tinggi,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2016.0,576627.0,Tinggi,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2017.0,681483.0,Tinggi,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2018.0,704754.0,Tinggi,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2019.0,750693.0,Tinggi,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2020.0,794361.0,Sangat Tinggi,1
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2021.0,840358.0,Sangat Tinggi,0
nusa_tenggara_timur,PERDESAANPERKOTAAN,TOTAL,2022.0,884102.0,Sangat Tinggi,0
kalimantan_barat,PERDESAAN,MAKANAN,2007.0,185903.09999999998,Rendah,2
kalimantan_barat,PERDESAAN,MAKANAN,2008.0,194968.00000000006,Rendah,2
kalimantan_barat,PERDESAAN,MAKANAN,2009.0,222253.0,Rendah,2
kalimantan_barat,PERDESAAN,MAKANAN,2010.0,243618.0,Rendah,2
kalimantan_barat,PERDESAAN,MAKANAN,2011.0,283629.0,Rendah,2
kalimantan_barat,PERDESAAN,MAKANAN,2012.0,313904.0,Rendah,2
kalimantan_barat,PERDESAAN,MAKANAN,2013.0,323270.0,Rendah,2
kalimantan_barat,PERDESAAN,MAKANAN,2014.0,380875.0,Sedang,2
kalimantan_barat,PERDESAAN,MAKANAN,2015.0,405835.0,Sedang,1
kalimantan_barat,PERDESAAN,MAKANAN,2016.0,423687.0,Sedang,1
kalimantan_barat,PERDESAAN,MAKANAN,2017.0,479510.0,Sedang,1
kalimantan_barat,PERDESAAN,MAKANAN,2018.0,490033.0,Sedang,1
kalimantan_barat,PERDESAAN,MAKANAN,2019.0,511415.0,Sedang,1
kalimantan_barat,PERDESAAN,MAKANAN,2020.0,539487.0,Tinggi,1
kalimantan_barat,PERDESAAN,MAKANAN,2021.0,556660.0,Tinggi,1
kalimantan_barat,PERDESAAN,MAKANAN,2022.0,610152.0,Tinggi,1
kalimantan_barat,PERDESAAN,NONMAKANAN,2007.0,185903.09999999998,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2008.0,185903.09999999998,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2009.0,185903.09999999998,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2010.0,185903.09999999998,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2011.0,205922.99999999994,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2012.0,186197.99999999994,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2013.0,216440.0,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2014.0,243900.0,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2015.0,282118.0,Rendah,2
kalimantan_barat,PERDESAAN,NONMAKANAN,2016.0,319487.0,Rendah,1
kalimantan_barat,PERDESAAN,NONMAKANAN,2017.0,305909.0,Rendah,1
kalimantan_barat,PERDESAAN,NONMAKANAN,2018.0,363108.0,Sedang,1
kalimantan_barat,PERDESAAN,NONMAKANAN,2019.0,392690.0,Sedang,1
kalimantan_barat,PERDESAAN,NONMAKANAN,2020.0,412227.0,Sedang,1
kalimantan_barat,PERDESAAN,NONMAKANAN,2021.0,441583.0,Sedang,1
kalimantan_barat,PERDESAAN,NONMAKANAN,2022.0,434527.0,Sedang,1
kalimantan_barat,PERDESAAN,TOTAL,2007.0,260477.0,Rendah,2
kalimantan_barat,PERDESAAN,TOTAL,2008.0,310925.0,Rendah,2
kalimantan_barat,PERDESAAN,TOTAL,2009.0,348049.0,Rendah,2
kalimantan_barat,PERDESAAN,TOTAL,2010.0,387001.0,Sedang,2
kalimantan_barat,PERDESAAN,TOTAL,2011.0,489552.0,Sedang,2
kalimantan_barat,PERDESAAN,TOTAL,2012.0,500102.0,Sedang,2
kalimantan_barat,PERDESAAN,TOTAL,2013.0,539711.0,Tinggi,2
kalimantan_barat,PERDESAAN,TOTAL,2014.0,624775.0,Tinggi,1
kalimantan_barat,PERDESAAN,TOTAL,2015.0,687953.0,Tinggi,1
kalimantan_barat,PERDESAAN,TOTAL,2016.0,743174.0,Tinggi,1
kalimantan_barat,PERDESAAN,TOTAL,2017.0,785420.0,Sangat Tinggi,1
kalimantan_barat,PERDESAAN,TOTAL,2018.0,853142.0,Sangat Tinggi,0
kalimantan_barat,PERDESAAN,TOTAL,2019.0,904105.0,Sangat Tinggi,0
kalimantan_barat,PERDESAAN,TOTAL,2020.0,951715.0,Sangat Tinggi,0
kalimantan_barat,PERDESAAN,TOTAL,2021.0,998244.0,Sangat Tinggi,0
kalimantan_barat,PERDESAAN,TOTAL,2022.0,1044679.0,Sangat Tinggi,0
kalimantan_barat,PERKOTAAN,MAKANAN,2007.0,188843.99999999994,Rendah,2
kalimantan_barat,PERKOTAAN,MAKANAN,2008.0,218161.0,Rendah,2
kalimantan_barat,PERKOTAAN,MAKANAN,2009.0,255780.0,Rendah,2
kalimantan_barat,PERKOTAAN,MAKANAN,2010.0,322786.0,Rendah,2
kalimantan_barat,PERKOTAAN,MAKANAN,2011.0,379884.0,Sedang,2
kalimantan_barat,PERKOTAAN,MAKANAN,2012.0,438635.0,Sedang,2
kalimantan_barat,PERKOTAAN,MAKANAN,2013.0,467944.0,Sedang,2
kalimantan_barat,PERKOTAAN,MAKANAN,2014.0,510316.0,Sedang,2
kalimantan_barat,PERKOTAAN,MAKANAN,2015.0,473082.0,Sedang,1
kalimantan_barat,PERKOTAAN,MAKANAN,2016.0,511593.0,Sedang,1
kalimantan_barat,PERKOTAAN,MAKANAN,2017.0,605453.0,Tinggi,1
kalimantan_barat,PERKOTAAN,MAKANAN,2018.0,624891.0,Tinggi,1
kalimantan_barat,PERKOTAAN,MAKANAN,2019.0,653100.0,Tinggi,1
kalimantan_barat,PERKOTAAN,MAKANAN,2020.0,666983.0,Tinggi,1
kalimantan_barat,PERKOTAAN,MAKANAN,2021.0,685868.0,Tinggi,1
kalimantan_barat,PERKOTAAN,MAKANAN,2022.0,762281.0,Sangat Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2007.0,204429.00000000006,Rendah,2
kalimantan_barat,PERKOTAAN,NONMAKANAN,2008.0,230371.00000000006,Rendah,2
kalimantan_barat,PERKOTAAN,NONMAKANAN,2009.0,264375.0,Rendah,2
kalimantan_barat,PERKOTAAN,NONMAKANAN,2010.0,367657.0,Sedang,2
kalimantan_barat,PERKOTAAN,NONMAKANAN,2011.0,431312.0,Sedang,2
kalimantan_barat,PERKOTAAN,NONMAKANAN,2012.0,436037.0,Sedang,2
kalimantan_barat,PERKOTAAN,NONMAKANAN,2013.0,509948.0,Sedang,2
kalimantan_barat,PERKOTAAN,NONMAKANAN,2014.0,648435.0,Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2015.0,526121.0,Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2016.0,605280.0,Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2017.0,632936.0,Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2018.0,748505.0,Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2019.0,753224.0,Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2020.0,778369.0,Sangat Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2021.0,769054.0,Sangat Tinggi,1
kalimantan_barat,PERKOTAAN,NONMAKANAN,2022.0,793738.0,Sangat Tinggi,1
kalimantan_barat,PERKOTAAN,TOTAL,2007.0,393273.0,Sedang,2
kalimantan_barat,PERKOTAAN,TOTAL,2008.0,448532.0,Sedang,2
kalimantan_barat,PERKOTAAN,TOTAL,2009.0,520155.0,Sedang,2
kalimantan_barat,PERKOTAAN,TOTAL,2010.0,690443.0,Tinggi,2
kalimantan_barat,PERKOTAAN,TOTAL,2011.0,811196.0,Sangat Tinggi,2
kalimantan_barat,PERKOTAAN,TOTAL,2012.0,874671.0,Sangat Tinggi,2
kalimantan_barat,PERKOTAAN,TOTAL,2013.0,977892.0,Sangat Tinggi,0
kalimantan_barat,PERKOTAAN,TOTAL,2014.0,1158751.0,Sangat Tinggi,0
kalimantan_barat,PERKOTAAN,TOTAL,2015.0,999203.0,Sangat Tinggi,0
